date,category,description,amount,merchanttype,location,timeofday,paymentmethod,month,day_of_week
2025-12-08,Travel,Flight ticket,5229.61,Offline,Bangalore,Afternoon,NetBanking,12,Monday
2025-12-08,Healthcare,Pharmacy,2268.91,Subscription,Pune,Afternoon,UPI,12,Monday
2025-12-08,Shopping,Electronics,1986.16,Offline,Delhi,Afternoon,UPI,12,Monday
2025-12-08,Shopping,Home decor,1617.77,Services,Bangalore,Morning,Card,12,Monday
2025-12-08,Travel,Train ticket,3494.17,Subscription,Delhi,Evening,Card,12,Monday
2025-12-08,Grocery,Daily essentials,571.28,Offline,Delhi,Afternoon,UPI,12,Monday
2025-12-08,Travel,Cab ride,5754.05,Offline,Pune,Evening,NetBanking,12,Monday
2025-12-08,Food,Street food,380.92,Offline,Bangalore,Evening,UPI,12,Monday
2025-12-08,Healthcare,Doctor visit,2434.29,Offline,Delhi,Afternoon,UPI,12,Monday
2025-12-08,Bills,Water bill,1239.87,Subscription,Mumbai,Afternoon,UPI,12,Monday
2025-12-09,Bills,Mobile recharge,1226.27,Subscription,Delhi,Afternoon,UPI,12,Tuesday
2025-12-09,Food,Cafe coffee,344.52,Offline,Ahmedabad,Morning,UPI,12,Tuesday
2025-12-09,Travel,Train ticket,4882.05,Online,Pune,Evening,NetBanking,12,Tuesday
2025-12-09,Travel,Cab ride,4891.53,Services,Delhi,Morning,UPI,12,Tuesday
2025-12-09,Shopping,Electronics,1781.03,Services,Bangalore,Evening,UPI,12,Tuesday
2025-12-09,Travel,Cab ride,3788.75,Online,Pune,Evening,UPI,12,Tuesday
2025-12-09,Grocery,Vegetables,643.88,Online,Bangalore,Afternoon,Card,12,Tuesday
2025-12-09,Food,Food delivery,354.66,Online,Mumbai,Evening,Card,12,Tuesday
2025-12-09,Grocery,Daily essentials,698.38,Online,Mumbai,Afternoon,Cash,12,Tuesday
2025-12-09,Travel,Hotel booking,7960.9,Services,Mumbai,Night,UPI,12,Tuesday
2025-12-09,Bills,Internet bill,1091.3,Online,Ahmedabad,Afternoon,UPI,12,Tuesday
2025-12-09,Bills,Internet bill,1321.19,Subscription,Mumbai,Night,UPI,12,Tuesday
2025-12-09,Food,Restaurant lunch,428.5,Services,Pune,Afternoon,UPI,12,Tuesday
2025-12-09,Travel,Cab ride,4833.25,Services,Pune,Afternoon,UPI,12,Tuesday
2025-12-09,Bills,Internet bill,1281.42,Online,Mumbai,Afternoon,NetBanking,12,Tuesday
2025-12-09,Grocery,Vegetables,642.47,Offline,Ahmedabad,Night,NetBanking,12,Tuesday
2025-12-09,Entertainment,Gaming,683.7,Subscription,Pune,Evening,UPI,12,Tuesday
2025-12-09,Grocery,Daily essentials,498.9,Online,Ahmedabad,Evening,Card,12,Tuesday
2025-12-10,Shopping,Clothing,1593.79,Services,Ahmedabad,Afternoon,NetBanking,12,Wednesday
2025-12-10,Bills,Electricity bill,1828.74,Offline,Bangalore,Afternoon,UPI,12,Wednesday
2025-12-10,Grocery,Supermarket run,658.52,Online,Pune,Morning,UPI,12,Wednesday
2025-12-10,Travel,Flight ticket,4903.79,Subscription,Delhi,Night,Card,12,Wednesday
2025-12-10,Grocery,Snacks,635.39,Online,Pune,Morning,UPI,12,Wednesday
2025-12-10,Food,Street food,378.03,Subscription,Delhi,Evening,UPI,12,Wednesday
2025-12-10,Travel,Train ticket,5268.14,Offline,Bangalore,Morning,Card,12,Wednesday
2025-12-10,Entertainment,Concert,713.31,Subscription,Pune,Night,NetBanking,12,Wednesday
2025-12-10,Food,Cafe coffee,305.32,Subscription,Pune,Evening,UPI,12,Wednesday
2025-12-11,Healthcare,Dental checkup,2842.78,Services,Ahmedabad,Night,UPI,12,Thursday
2025-12-11,Bills,Mobile recharge,1286.18,Offline,Mumbai,Evening,Card,12,Thursday
2025-12-11,Grocery,Daily essentials,550.59,Subscription,Pune,Afternoon,UPI,12,Thursday
2025-12-11,Grocery,Supermarket run,679.19,Services,Delhi,Morning,UPI,12,Thursday
2025-12-11,Bills,Electricity bill,1619.9,Services,Delhi,Night,UPI,12,Thursday
2025-12-11,Food,Street food,541.12,Services,Bangalore,Night,UPI,12,Thursday
2025-12-11,Food,Cafe coffee,320.42,Subscription,Mumbai,Evening,UPI,12,Thursday
2025-12-11,Entertainment,Concert,908.49,Online,Bangalore,Evening,UPI,12,Thursday
2025-12-11,Shopping,Electronics,1109.69,Offline,Pune,Morning,UPI,12,Thursday
2025-12-11,Bills,Mobile recharge,960.02,Subscription,Pune,Afternoon,Card,12,Thursday
2025-12-11,Bills,Water bill,1300.3,Offline,Bangalore,Evening,Cash,12,Thursday
2025-12-11,Entertainment,Concert,807.71,Offline,Mumbai,Morning,UPI,12,Thursday
2025-12-11,Shopping,Electronics,1213.6,Online,Pune,Evening,Card,12,Thursday
2025-12-12,Food,Cafe coffee,375.72,Offline,Ahmedabad,Evening,UPI,12,Friday
2025-12-12,Grocery,Daily essentials,773.05,Subscription,Bangalore,Night,UPI,12,Friday
2025-12-12,Healthcare,Doctor visit,3152.22,Online,Mumbai,Evening,UPI,12,Friday
2025-12-12,Food,Street food,333.73,Services,Ahmedabad,Morning,UPI,12,Friday
2025-12-12,Bills,Mobile recharge,1786.61,Offline,Mumbai,Morning,NetBanking,12,Friday
2025-12-12,Entertainment,Streaming subscription,1211.0,Subscription,Mumbai,Night,UPI,12,Friday
2025-12-12,Food,Street food,439.2,Online,Mumbai,Afternoon,UPI,12,Friday
2025-12-12,Grocery,Supermarket run,665.91,Offline,Mumbai,Night,UPI,12,Friday
2025-12-12,Entertainment,Movie tickets,778.86,Services,Bangalore,Morning,UPI,12,Friday
2025-12-13,Healthcare,Pharmacy,2378.51,Services,Pune,Afternoon,UPI,12,Saturday
2025-12-13,Grocery,Vegetables,794.07,Online,Mumbai,Morning,UPI,12,Saturday
2025-12-13,Entertainment,Streaming subscription,1023.95,Subscription,Mumbai,Morning,Cash,12,Saturday
2025-12-13,Shopping,Home decor,1661.95,Subscription,Ahmedabad,Morning,UPI,12,Saturday
2025-12-13,Travel,Flight ticket,4802.75,Offline,Delhi,Afternoon,UPI,12,Saturday
2025-12-13,Food,Food delivery,669.6,Services,Bangalore,Night,Cash,12,Saturday
2025-12-13,Entertainment,Movie tickets,1284.53,Services,Delhi,Morning,UPI,12,Saturday
2025-12-13,Grocery,Vegetables,865.18,Offline,Ahmedabad,Evening,UPI,12,Saturday
2025-12-13,Travel,Cab ride,3230.43,Subscription,Ahmedabad,Evening,UPI,12,Saturday
2025-12-13,Bills,Internet bill,1092.72,Services,Pune,Afternoon,NetBanking,12,Saturday
2025-12-13,Entertainment,Streaming subscription,1211.79,Services,Bangalore,Evening,UPI,12,Saturday
2025-12-13,Food,Street food,407.58,Offline,Pune,Afternoon,Card,12,Saturday
2025-12-13,Entertainment,Gaming,1038.82,Services,Ahmedabad,Afternoon,UPI,12,Saturday
2025-12-14,Entertainment,Gaming,1026.13,Offline,Mumbai,Morning,UPI,12,Sunday
2025-12-14,Healthcare,Lab test,2733.79,Subscription,Bangalore,Afternoon,UPI,12,Sunday
2025-12-14,Entertainment,Streaming subscription,1334.77,Offline,Delhi,Evening,UPI,12,Sunday
2025-12-14,Healthcare,Pharmacy,2342.4,Offline,Pune,Afternoon,UPI,12,Sunday
2025-12-14,Food,Street food,420.34,Subscription,Mumbai,Evening,NetBanking,12,Sunday
2025-12-14,Bills,Water bill,1916.39,Offline,Mumbai,Night,UPI,12,Sunday
2025-12-14,Healthcare,Lab test,2649.4,Offline,Bangalore,Morning,UPI,12,Sunday
2025-12-14,Grocery,Daily essentials,861.46,Services,Delhi,Afternoon,UPI,12,Sunday
2025-12-14,Shopping,Home decor,2547.88,Services,Mumbai,Night,UPI,12,Sunday
2025-12-14,Entertainment,Gaming,961.1,Online,Bangalore,Evening,UPI,12,Sunday
2025-12-14,Healthcare,Lab test,2188.26,Online,Pune,Morning,UPI,12,Sunday
2025-12-14,Bills,Internet bill,836.11,Online,Ahmedabad,Morning,UPI,12,Sunday
2025-12-14,Healthcare,Lab test,3653.88,Online,Bangalore,Night,UPI,12,Sunday
2025-12-15,Travel,Train ticket,5751.25,Subscription,Bangalore,Evening,UPI,12,Monday
2025-12-15,Healthcare,Pharmacy,2901.82,Online,Mumbai,Night,UPI,12,Monday
2025-12-15,Bills,Internet bill,1680.64,Offline,Delhi,Night,UPI,12,Monday
2025-12-15,Grocery,Snacks,852.22,Services,Bangalore,Afternoon,Card,12,Monday
2025-12-15,Bills,Mobile recharge,1182.93,Services,Mumbai,Morning,UPI,12,Monday
2025-12-15,Shopping,Accessories,1387.46,Subscription,Delhi,Night,UPI,12,Monday
2025-12-15,Food,Street food,575.33,Services,Mumbai,Evening,Cash,12,Monday
2025-12-15,Entertainment,Movie tickets,960.47,Offline,Mumbai,Morning,UPI,12,Monday
2025-12-15,Food,Food delivery,371.88,Services,Ahmedabad,Morning,NetBanking,12,Monday
2025-12-15,Entertainment,Gaming,572.22,Subscription,Ahmedabad,Morning,UPI,12,Monday
2025-12-16,Healthcare,Doctor visit,2723.02,Subscription,Bangalore,Night,UPI,12,Tuesday
2025-12-16,Bills,Mobile recharge,1350.83,Offline,Pune,Morning,UPI,12,Tuesday
2025-12-16,Grocery,Vegetables,824.79,Online,Mumbai,Evening,UPI,12,Tuesday
2025-12-16,Bills,Mobile recharge,1384.59,Online,Mumbai,Morning,UPI,12,Tuesday
2025-12-16,Shopping,Clothing,2138.23,Online,Mumbai,Night,UPI,12,Tuesday
2025-12-16,Food,Food delivery,309.68,Subscription,Ahmedabad,Afternoon,UPI,12,Tuesday
2025-12-16,Food,Restaurant lunch,333.13,Online,Pune,Morning,Card,12,Tuesday
2025-12-16,Travel,Hotel booking,4810.66,Services,Mumbai,Morning,Card,12,Tuesday
2025-12-17,Food,Food delivery,483.4,Offline,Bangalore,Evening,NetBanking,12,Wednesday
2025-12-17,Entertainment,Streaming subscription,783.75,Subscription,Bangalore,Night,NetBanking,12,Wednesday
2025-12-17,Shopping,Accessories,1998.13,Online,Mumbai,Afternoon,Cash,12,Wednesday
2025-12-17,Entertainment,Streaming subscription,934.85,Services,Bangalore,Morning,UPI,12,Wednesday
2025-12-17,Entertainment,Movie tickets,650.09,Subscription,Pune,Evening,UPI,12,Wednesday
2025-12-17,Shopping,Clothing,1236.25,Offline,Pune,Evening,UPI,12,Wednesday
2025-12-17,Travel,Hotel booking,4613.52,Services,Pune,Morning,UPI,12,Wednesday
2025-12-17,Bills,Electricity bill,1079.59,Subscription,Mumbai,Night,UPI,12,Wednesday
2025-12-17,Shopping,Home decor,1696.31,Offline,Delhi,Afternoon,UPI,12,Wednesday
2025-12-17,Healthcare,Doctor visit,3119.75,Services,Ahmedabad,Night,UPI,12,Wednesday
2025-12-18,Food,Food delivery,349.75,Offline,Pune,Evening,Card,12,Thursday
2025-12-18,Entertainment,Streaming subscription,874.85,Subscription,Mumbai,Night,Cash,12,Thursday
2025-12-18,Food,Street food,312.19,Online,Ahmedabad,Afternoon,Card,12,Thursday
2025-12-18,Healthcare,Pharmacy,2803.1,Offline,Ahmedabad,Evening,UPI,12,Thursday
2025-12-18,Healthcare,Pharmacy,2953.95,Services,Pune,Morning,Cash,12,Thursday
2025-12-18,Entertainment,Movie tickets,825.98,Online,Delhi,Morning,Card,12,Thursday
2025-12-18,Shopping,Home decor,1355.58,Offline,Ahmedabad,Afternoon,UPI,12,Thursday
2025-12-19,Shopping,Accessories,1229.06,Subscription,Ahmedabad,Afternoon,UPI,12,Friday
2025-12-19,Bills,Internet bill,1378.03,Online,Bangalore,Afternoon,UPI,12,Friday
2025-12-19,Food,Street food,323.82,Offline,Ahmedabad,Morning,UPI,12,Friday
2025-12-19,Shopping,Electronics,1455.08,Subscription,Ahmedabad,Night,UPI,12,Friday
2025-12-19,Entertainment,Gaming,903.37,Online,Ahmedabad,Night,UPI,12,Friday
2025-12-19,Shopping,Accessories,1753.43,Online,Ahmedabad,Afternoon,Card,12,Friday
2025-12-19,Bills,Internet bill,1070.69,Subscription,Delhi,Morning,Card,12,Friday
2025-12-19,Travel,Cab ride,6937.69,Services,Mumbai,Evening,Card,12,Friday
2025-12-19,Healthcare,Lab test,3574.5,Services,Mumbai,Morning,UPI,12,Friday
2025-12-19,Travel,Hotel booking,4583.32,Online,Bangalore,Morning,UPI,12,Friday
2025-12-19,Entertainment,Streaming subscription,1314.87,Services,Mumbai,Night,UPI,12,Friday
2025-12-19,Bills,Water bill,630.91,Online,Ahmedabad,Morning,UPI,12,Friday
2025-12-19,Travel,Hotel booking,3903.47,Online,Pune,Evening,UPI,12,Friday
2025-12-20,Shopping,Accessories,1544.74,Online,Pune,Night,UPI,12,Saturday
2025-12-20,Grocery,Supermarket run,635.42,Services,Pune,Morning,Card,12,Saturday
2025-12-20,Travel,Hotel booking,5228.56,Services,Bangalore,Afternoon,UPI,12,Saturday
2025-12-20,Entertainment,Concert,923.14,Online,Mumbai,Afternoon,Card,12,Saturday
2025-12-20,Food,Restaurant lunch,377.17,Subscription,Bangalore,Afternoon,UPI,12,Saturday
2025-12-20,Shopping,Accessories,1741.57,Offline,Mumbai,Afternoon,NetBanking,12,Saturday
2025-12-20,Travel,Hotel booking,6495.92,Online,Mumbai,Night,Card,12,Saturday
2025-12-20,Healthcare,Doctor visit,3041.68,Online,Delhi,Evening,UPI,12,Saturday
2025-12-20,Healthcare,Pharmacy,2355.74,Subscription,Ahmedabad,Night,UPI,12,Saturday
2025-12-20,Food,Restaurant lunch,490.03,Subscription,Mumbai,Afternoon,UPI,12,Saturday
2025-12-20,Travel,Hotel booking,3703.59,Services,Mumbai,Evening,Card,12,Saturday
2025-12-21,Grocery,Snacks,615.48,Subscription,Mumbai,Night,UPI,12,Sunday
2025-12-21,Grocery,Vegetables,528.07,Online,Mumbai,Morning,UPI,12,Sunday
2025-12-21,Shopping,Accessories,2089.92,Services,Mumbai,Night,Cash,12,Sunday
2025-12-22,Travel,Flight ticket,3416.02,Offline,Delhi,Afternoon,Cash,12,Monday
2025-12-22,Food,Street food,346.36,Online,Pune,Evening,UPI,12,Monday
2025-12-22,Bills,Mobile recharge,1595.98,Services,Bangalore,Morning,UPI,12,Monday
2025-12-22,Travel,Train ticket,4486.72,Offline,Ahmedabad,Afternoon,Cash,12,Monday
2025-12-22,Travel,Flight ticket,5352.72,Subscription,Mumbai,Afternoon,Card,12,Monday
2025-12-22,Entertainment,Concert,798.16,Online,Delhi,Afternoon,UPI,12,Monday
2025-12-22,Grocery,Supermarket run,762.8,Services,Pune,Afternoon,NetBanking,12,Monday
2025-12-22,Food,Food delivery,279.8,Subscription,Ahmedabad,Night,UPI,12,Monday
2025-12-22,Entertainment,Movie tickets,910.52,Offline,Pune,Night,NetBanking,12,Monday
2025-12-22,Bills,Internet bill,1480.32,Offline,Mumbai,Morning,UPI,12,Monday
2025-12-23,Grocery,Vegetables,760.06,Services,Pune,Night,NetBanking,12,Tuesday
2025-12-23,Grocery,Supermarket run,768.04,Offline,Mumbai,Afternoon,Card,12,Tuesday
2025-12-23,Shopping,Accessories,1778.87,Subscription,Mumbai,Morning,Cash,12,Tuesday
2025-12-23,Travel,Flight ticket,4829.73,Offline,Delhi,Morning,Card,12,Tuesday
2025-12-23,Bills,Water bill,1303.82,Services,Pune,Evening,UPI,12,Tuesday
2025-12-23,Healthcare,Pharmacy,2245.06,Subscription,Delhi,Evening,UPI,12,Tuesday
2025-12-23,Grocery,Vegetables,755.26,Services,Bangalore,Night,UPI,12,Tuesday
2025-12-23,Grocery,Snacks,686.34,Services,Pune,Evening,UPI,12,Tuesday
2025-12-23,Food,Street food,410.03,Offline,Bangalore,Morning,UPI,12,Tuesday
2025-12-23,Grocery,Vegetables,795.68,Services,Mumbai,Afternoon,Card,12,Tuesday
2025-12-24,Shopping,Home decor,2067.46,Services,Delhi,Afternoon,UPI,12,Wednesday
2025-12-24,Shopping,Clothing,2308.43,Services,Ahmedabad,Night,UPI,12,Wednesday
2025-12-24,Travel,Cab ride,5081.25,Services,Pune,Afternoon,UPI,12,Wednesday
2025-12-24,Grocery,Daily essentials,520.56,Online,Pune,Afternoon,UPI,12,Wednesday
2025-12-24,Healthcare,Doctor visit,3065.18,Subscription,Delhi,Night,UPI,12,Wednesday
2025-12-24,Shopping,Electronics,1599.58,Offline,Ahmedabad,Evening,NetBanking,12,Wednesday
2025-12-24,Bills,Internet bill,1578.62,Online,Delhi,Afternoon,UPI,12,Wednesday
2025-12-24,Bills,Internet bill,1603.83,Offline,Ahmedabad,Evening,UPI,12,Wednesday
2025-12-24,Food,Restaurant lunch,401.21,Services,Ahmedabad,Evening,UPI,12,Wednesday
2025-12-24,Healthcare,Lab test,2409.23,Offline,Mumbai,Afternoon,UPI,12,Wednesday
2025-12-24,Food,Restaurant lunch,310.58,Offline,Ahmedabad,Afternoon,Card,12,Wednesday
2025-12-24,Food,Street food,308.23,Offline,Ahmedabad,Night,Cash,12,Wednesday
2025-12-24,Food,Street food,442.93,Services,Pune,Night,Card,12,Wednesday
2025-12-24,Entertainment,Concert,1182.42,Online,Bangalore,Morning,UPI,12,Wednesday
2025-12-24,Grocery,Daily essentials,728.14,Offline,Mumbai,Afternoon,NetBanking,12,Wednesday
2025-12-24,Food,Food delivery,406.19,Offline,Pune,Evening,UPI,12,Wednesday
2025-12-24,Entertainment,Streaming subscription,855.78,Online,Mumbai,Evening,UPI,12,Wednesday
2025-12-24,Bills,Water bill,1434.44,Subscription,Mumbai,Morning,UPI,12,Wednesday
2025-12-24,Entertainment,Concert,903.58,Subscription,Mumbai,Afternoon,UPI,12,Wednesday
2025-12-25,Shopping,Electronics,1340.2,Subscription,Bangalore,Morning,UPI,12,Thursday
2025-12-25,Food,Street food,368.73,Subscription,Pune,Night,UPI,12,Thursday
2025-12-25,Healthcare,Pharmacy,2687.82,Online,Bangalore,Afternoon,NetBanking,12,Thursday
2025-12-25,Grocery,Snacks,576.08,Subscription,Delhi,Night,NetBanking,12,Thursday
2025-12-25,Travel,Cab ride,5610.94,Services,Mumbai,Evening,UPI,12,Thursday
2025-12-25,Healthcare,Dental checkup,3338.51,Services,Mumbai,Afternoon,UPI,12,Thursday
2025-12-25,Healthcare,Pharmacy,3668.93,Services,Mumbai,Morning,UPI,12,Thursday
2025-12-26,Food,Cafe coffee,530.59,Services,Bangalore,Night,UPI,12,Friday
2025-12-26,Healthcare,Pharmacy,2885.61,Online,Bangalore,Night,UPI,12,Friday
2025-12-26,Travel,Train ticket,4354.3,Offline,Pune,Evening,UPI,12,Friday
2025-12-26,Entertainment,Streaming subscription,888.03,Online,Pune,Night,UPI,12,Friday
2025-12-26,Shopping,Clothing,1474.7,Subscription,Bangalore,Afternoon,UPI,12,Friday
2025-12-26,Travel,Hotel booking,3904.99,Services,Ahmedabad,Night,UPI,12,Friday
2025-12-26,Grocery,Supermarket run,469.93,Subscription,Ahmedabad,Afternoon,UPI,12,Friday
2025-12-26,Entertainment,Concert,810.79,Subscription,Ahmedabad,Night,Cash,12,Friday
2025-12-26,Food,Cafe coffee,520.89,Services,Pune,Afternoon,Card,12,Friday
2025-12-26,Healthcare,Lab test,3221.93,Services,Bangalore,Afternoon,NetBanking,12,Friday
2025-12-26,Healthcare,Doctor visit,2623.53,Subscription,Bangalore,Afternoon,UPI,12,Friday
2025-12-26,Travel,Cab ride,5654.9,Online,Bangalore,Afternoon,Cash,12,Friday
2025-12-26,Food,Food delivery,447.53,Online,Ahmedabad,Night,NetBanking,12,Friday
2025-12-27,Healthcare,Dental checkup,3629.78,Services,Mumbai,Night,UPI,12,Saturday
2025-12-27,Entertainment,Gaming,1005.23,Online,Mumbai,Night,Card,12,Saturday
2025-12-27,Entertainment,Movie tickets,1501.12,Services,Bangalore,Evening,UPI,12,Saturday
2025-12-27,Grocery,Vegetables,797.96,Services,Mumbai,Afternoon,UPI,12,Saturday
2025-12-27,Entertainment,Streaming subscription,1281.13,Services,Delhi,Afternoon,NetBanking,12,Saturday
2025-12-27,Healthcare,Pharmacy,2810.49,Subscription,Delhi,Night,UPI,12,Saturday
2025-12-27,Entertainment,Movie tickets,935.82,Online,Bangalore,Morning,UPI,12,Saturday
2025-12-27,Entertainment,Concert,1044.11,Offline,Mumbai,Afternoon,UPI,12,Saturday
2025-12-27,Travel,Train ticket,4281.94,Offline,Delhi,Morning,UPI,12,Saturday
2025-12-27,Food,Cafe coffee,437.9,Subscription,Bangalore,Night,UPI,12,Saturday
2025-12-27,Healthcare,Pharmacy,2055.73,Subscription,Pune,Evening,NetBanking,12,Saturday
2025-12-28,Healthcare,Doctor visit,3729.05,Offline,Mumbai,Evening,UPI,12,Sunday
2025-12-28,Shopping,Home decor,1454.56,Subscription,Delhi,Evening,Card,12,Sunday
2025-12-28,Food,Street food,578.01,Services,Bangalore,Morning,UPI,12,Sunday
2025-12-28,Bills,Electricity bill,1079.91,Offline,Pune,Night,UPI,12,Sunday
2025-12-28,Healthcare,Doctor visit,2639.4,Online,Bangalore,Evening,UPI,12,Sunday
2025-12-28,Travel,Flight ticket,7042.47,Services,Delhi,Night,NetBanking,12,Sunday
2025-12-28,Entertainment,Concert,1375.24,Services,Delhi,Morning,UPI,12,Sunday
2025-12-28,Entertainment,Movie tickets,700.56,Subscription,Pune,Afternoon,UPI,12,Sunday
2025-12-28,Grocery,Vegetables,648.75,Subscription,Delhi,Evening,Card,12,Sunday
2025-12-28,Food,Street food,357.48,Online,Bangalore,Evening,UPI,12,Sunday
2025-12-28,Bills,Electricity bill,1239.75,Online,Pune,Afternoon,Card,12,Sunday
2025-12-28,Grocery,Daily essentials,746.43,Services,Pune,Night,UPI,12,Sunday
2025-12-28,Shopping,Clothing,1540.39,Online,Mumbai,Evening,UPI,12,Sunday
2025-12-28,Shopping,Home decor,1630.83,Offline,Pune,Night,UPI,12,Sunday
2025-12-28,Food,Food delivery,412.37,Services,Ahmedabad,Afternoon,UPI,12,Sunday
2025-12-28,Food,Street food,509.29,Services,Bangalore,Morning,NetBanking,12,Sunday
2025-12-28,Grocery,Snacks,726.47,Services,Mumbai,Morning,UPI,12,Sunday
2025-12-29,Bills,Internet bill,951.12,Subscription,Ahmedabad,Afternoon,UPI,12,Monday
2025-12-29,Grocery,Daily essentials,740.97,Subscription,Mumbai,Afternoon,UPI,12,Monday
2025-12-29,Bills,Water bill,1478.19,Services,Ahmedabad,Afternoon,NetBanking,12,Monday
2025-12-29,Entertainment,Movie tickets,1001.59,Online,Pune,Afternoon,UPI,12,Monday
2025-12-29,Healthcare,Lab test,2559.66,Subscription,Bangalore,Morning,UPI,12,Monday
2025-12-30,Healthcare,Dental checkup,3403.36,Services,Delhi,Afternoon,UPI,12,Tuesday
2025-12-30,Healthcare,Lab test,2680.19,Offline,Ahmedabad,Morning,Card,12,Tuesday
2025-12-30,Travel,Flight ticket,6047.97,Services,Bangalore,Afternoon,UPI,12,Tuesday
2025-12-30,Shopping,Clothing,1347.29,Online,Delhi,Evening,UPI,12,Tuesday
2025-12-30,Entertainment,Movie tickets,633.66,Subscription,Bangalore,Morning,UPI,12,Tuesday
2025-12-30,Healthcare,Doctor visit,3770.73,Services,Delhi,Evening,UPI,12,Tuesday
2025-12-30,Entertainment,Gaming,739.93,Online,Bangalore,Evening,UPI,12,Tuesday
2025-12-30,Entertainment,Streaming subscription,1053.83,Online,Mumbai,Evening,UPI,12,Tuesday
2025-12-31,Entertainment,Gaming,987.57,Offline,Pune,Night,UPI,12,Wednesday
2025-12-31,Grocery,Vegetables,456.46,Subscription,Pune,Evening,UPI,12,Wednesday
2025-12-31,Grocery,Snacks,738.28,Services,Delhi,Morning,UPI,12,Wednesday
2025-12-31,Bills,Mobile recharge,1442.14,Online,Bangalore,Evening,NetBanking,12,Wednesday
2025-12-31,Healthcare,Pharmacy,2731.8,Online,Delhi,Evening,Cash,12,Wednesday
2025-12-31,Entertainment,Concert,1022.7,Offline,Bangalore,Afternoon,NetBanking,12,Wednesday
2025-12-31,Grocery,Snacks,667.6,Services,Pune,Afternoon,UPI,12,Wednesday
2025-12-31,Entertainment,Concert,787.34,Offline,Ahmedabad,Night,UPI,12,Wednesday
2025-12-31,Shopping,Home decor,1385.2,Services,Pune,Evening,UPI,12,Wednesday
2026-01-01,Healthcare,Pharmacy,2421.88,Subscription,Bangalore,Morning,UPI,1,Thursday
2026-01-01,Bills,Internet bill,691.08,Subscription,Pune,Evening,UPI,1,Thursday
2026-01-01,Food,Cafe coffee,360.56,Subscription,Ahmedabad,Afternoon,NetBanking,1,Thursday
2026-01-01,Shopping,Clothing,1681.43,Subscription,Mumbai,Night,Cash,1,Thursday
2026-01-01,Bills,Internet bill,1539.33,Offline,Bangalore,Night,NetBanking,1,Thursday
2026-01-01,Food,Street food,393.44,Subscription,Mumbai,Morning,UPI,1,Thursday
2026-01-01,Grocery,Supermarket run,528.13,Subscription,Ahmedabad,Morning,UPI,1,Thursday
2026-01-01,Grocery,Vegetables,1049.12,Services,Bangalore,Evening,UPI,1,Thursday
2026-01-01,Bills,Internet bill,1626.26,Services,Delhi,Morning,UPI,1,Thursday
2026-01-01,Bills,Electricity bill,892.97,Subscription,Ahmedabad,Morning,Cash,1,Thursday
2026-01-01,Bills,Electricity bill,1452.46,Services,Pune,Evening,UPI,1,Thursday
2026-01-01,Grocery,Supermarket run,544.13,Subscription,Pune,Night,Cash,1,Thursday
2026-01-01,Bills,Mobile recharge,1206.64,Offline,Pune,Evening,Card,1,Thursday
2026-01-02,Food,Food delivery,509.57,Services,Delhi,Evening,UPI,1,Friday
2026-01-02,Shopping,Home decor,1638.39,Subscription,Delhi,Morning,UPI,1,Friday
2026-01-02,Travel,Hotel booking,5434.86,Subscription,Bangalore,Night,NetBanking,1,Friday
2026-01-02,Travel,Flight ticket,6456.0,Services,Mumbai,Afternoon,UPI,1,Friday
2026-01-03,Healthcare,Lab test,4099.17,Services,Mumbai,Afternoon,UPI,1,Saturday
2026-01-03,Bills,Water bill,1068.49,Offline,Ahmedabad,Afternoon,UPI,1,Saturday
2026-01-03,Travel,Train ticket,7333.68,Services,Mumbai,Night,UPI,1,Saturday
2026-01-03,Bills,Internet bill,1143.08,Services,Delhi,Afternoon,UPI,1,Saturday
2026-01-03,Food,Street food,562.11,Online,Bangalore,Afternoon,UPI,1,Saturday
2026-01-03,Shopping,Home decor,2085.97,Online,Delhi,Night,UPI,1,Saturday
2026-01-03,Healthcare,Pharmacy,2418.73,Services,Pune,Night,NetBanking,1,Saturday
2026-01-03,Food,Street food,318.55,Subscription,Mumbai,Evening,NetBanking,1,Saturday
2026-01-03,Travel,Flight ticket,3399.93,Offline,Pune,Afternoon,UPI,1,Saturday
2026-01-03,Travel,Hotel booking,3976.54,Online,Pune,Afternoon,UPI,1,Saturday
2026-01-03,Bills,Water bill,1151.07,Services,Ahmedabad,Morning,UPI,1,Saturday
2026-01-03,Grocery,Vegetables,764.24,Services,Pune,Evening,UPI,1,Saturday
2026-01-03,Healthcare,Pharmacy,3030.72,Services,Bangalore,Morning,Card,1,Saturday
2026-01-03,Bills,Mobile recharge,967.01,Subscription,Mumbai,Night,Cash,1,Saturday
2026-01-04,Entertainment,Streaming subscription,841.73,Online,Bangalore,Morning,UPI,1,Sunday
2026-01-04,Bills,Electricity bill,1006.93,Offline,Ahmedabad,Morning,UPI,1,Sunday
2026-01-04,Food,Street food,530.54,Offline,Delhi,Night,UPI,1,Sunday
2026-01-04,Travel,Train ticket,3716.69,Subscription,Bangalore,Morning,UPI,1,Sunday
2026-01-04,Grocery,Snacks,655.72,Subscription,Mumbai,Morning,NetBanking,1,Sunday
2026-01-04,Grocery,Snacks,712.49,Online,Bangalore,Afternoon,Card,1,Sunday
2026-01-04,Entertainment,Streaming subscription,981.69,Online,Bangalore,Afternoon,UPI,1,Sunday
